"signature","draw","mean_patient_difference","median_patient_difference","concordant_patients"
"SenMayo_nonoverlap",2113,0.127421543747619,0.142902945263392,22
"SenMayo_nonoverlap",2114,0.202113568183373,0.197156628738665,22
"SenMayo_nonoverlap",2115,0.16289916492274,0.150630910504927,22
"SenMayo_nonoverlap",2116,0.195429148749041,0.174222242168025,23
"SenMayo_nonoverlap",2117,0.24557973378372,0.247616934062834,23
"SenMayo_nonoverlap",2118,0.258285271234317,0.270610123276058,23
"SenMayo_nonoverlap",2119,0.226774620931244,0.214466541436579,23
"SenMayo_nonoverlap",2120,0.174221124993287,0.178870546859635,22
"SenMayo_nonoverlap",2121,0.149053595782774,0.170176552888963,22
"SenMayo_nonoverlap",2122,0.190264004537996,0.172120450646281,23
"SenMayo_nonoverlap",2123,0.280282898580442,0.286926011123933,23
"SenMayo_nonoverlap",2124,0.263713992128789,0.255524611832884,23
"SenMayo_nonoverlap",2125,0.290068515545836,0.281665874003735,23
"SenMayo_nonoverlap",2126,0.221015565332121,0.235254455894954,23
"SenMayo_nonoverlap",2127,0.225383626855069,0.236439675097816,23
"SenMayo_nonoverlap",2128,0.25111100995497,0.245668873765141,23
"SenMayo_nonoverlap",2129,0.256586955191847,0.259179050109634,23
"SenMayo_nonoverlap",2130,0.165444179100386,0.168930019849294,23
"SenMayo_nonoverlap",2131,0.244396312387885,0.22479695418961,22
"SenMayo_nonoverlap",2132,0.210776206326947,0.206795643982208,23
"SenMayo_nonoverlap",2133,0.195009778450462,0.203237885696668,23
"SenMayo_nonoverlap",2134,0.269986391581405,0.261539565267598,23
"SenMayo_nonoverlap",2135,0.296335976248504,0.278324333374857,23
"SenMayo_nonoverlap",2136,0.220220861679832,0.239434186765289,23
"SenMayo_nonoverlap",2137,0.261181750066256,0.249161780534888,23
"SenMayo_nonoverlap",2138,0.0931873450643981,0.094206004485471,20
"SenMayo_nonoverlap",2139,0.273662471299546,0.263630624723225,23
"SenMayo_nonoverlap",2140,0.157053312801206,0.159207759752539,23
"SenMayo_nonoverlap",2141,0.231904414311967,0.229984934693415,23
"SenMayo_nonoverlap",2142,0.155990126035142,0.150196020553609,23
"SenMayo_nonoverlap",2143,0.118929185736166,0.141918744777766,23
"SenMayo_nonoverlap",2144,0.135483187969383,0.12213564783164,22
"SenMayo_nonoverlap",2145,0.176070704277337,0.190568304500929,22
"SenMayo_nonoverlap",2146,0.248658756013358,0.260386351555055,22
"SenMayo_nonoverlap",2147,0.242283277085991,0.217902686820228,23
"SenMayo_nonoverlap",2148,0.217051159340254,0.225371627228892,23
"SenMayo_nonoverlap",2149,0.147393607820866,0.143696286390373,22
"SenMayo_nonoverlap",2150,0.349309646806148,0.338866085029419,23
"SenMayo_nonoverlap",2151,0.10785149199819,0.132497105034439,21
"SenMayo_nonoverlap",2152,0.124450695937907,0.120910432612613,23
"SenMayo_nonoverlap",2153,0.242361507695425,0.22747591747483,23
"SenMayo_nonoverlap",2154,0.234835085014313,0.224954443456712,23
"SenMayo_nonoverlap",2155,0.183426743297514,0.180454867296307,23
"SenMayo_nonoverlap",2156,0.256415861828277,0.261952063358855,23
"SenMayo_nonoverlap",2157,0.17802508676858,0.171502585014321,23
"SenMayo_nonoverlap",2158,0.297715217784096,0.291974685031777,23
"SenMayo_nonoverlap",2159,0.216208667664192,0.206108560909374,22
"SenMayo_nonoverlap",2160,0.0957640093489635,0.105848872586348,22
"SenMayo_nonoverlap",2161,0.118509908162637,0.145844760554455,21
"SenMayo_nonoverlap",2162,0.294055277386654,0.262975052509673,23
"SenMayo_nonoverlap",2163,0.188045128417813,0.194689975097391,23
"SenMayo_nonoverlap",2164,0.310024480188567,0.296440885356567,23
"SenMayo_nonoverlap",2165,0.17414814051389,0.170545635797073,22
"SenMayo_nonoverlap",2166,0.275182298439095,0.264034951321888,23
"SenMayo_nonoverlap",2167,0.241505381702593,0.220271082153261,23
"SenMayo_nonoverlap",2168,0.23868158897105,0.240349422470951,23
"SenMayo_nonoverlap",2169,0.189394786353238,0.178477099626948,23
"SenMayo_nonoverlap",2170,0.113349825125649,0.120833959590478,20
"SenMayo_nonoverlap",2171,0.141200455864305,0.141957395362688,22
"SenMayo_nonoverlap",2172,0.261966197915308,0.229503232050323,23
"SenMayo_nonoverlap",2173,0.249980771874436,0.254570054248037,22
"SenMayo_nonoverlap",2174,0.384893074952873,0.405770646665165,23
"SenMayo_nonoverlap",2175,0.298497986367313,0.317423278686545,23
"SenMayo_nonoverlap",2176,0.234773448408814,0.220857601274749,23
"SenMayo_nonoverlap",2177,0.218028076058308,0.218527441757583,23
"SenMayo_nonoverlap",2178,0.320328702328684,0.30985930528699,23
"SenMayo_nonoverlap",2179,0.193476689316258,0.177106571814906,23
"SenMayo_nonoverlap",2180,0.244926133993524,0.239403217455111,23
"SenMayo_nonoverlap",2181,0.186302457455384,0.190468358140627,23
"SenMayo_nonoverlap",2182,0.246162650342583,0.252852005033251,23
"SenMayo_nonoverlap",2183,0.222576054131722,0.214735049551353,23
"SenMayo_nonoverlap",2184,0.207340756867078,0.200419133888634,23
"SenMayo_nonoverlap",2185,0.29083931740775,0.288037846961682,23
"SenMayo_nonoverlap",2186,0.256969744156733,0.240307737141571,23
"SenMayo_nonoverlap",2187,0.238859308361298,0.246788039938153,23
"SenMayo_nonoverlap",2188,0.208280156437896,0.201537365356945,22
"SenMayo_nonoverlap",2189,0.174977581038834,0.183283793282243,22
"SenMayo_nonoverlap",2190,0.279273473703753,0.268348123159707,23
"SenMayo_nonoverlap",2191,0.113678885437586,0.112466521004932,21
"SenMayo_nonoverlap",2192,0.269057174344911,0.274263990859473,23
"SenMayo_nonoverlap",2193,0.197978880686249,0.189134678249829,23
"SenMayo_nonoverlap",2194,0.272384280625365,0.267551775928029,23
"SenMayo_nonoverlap",2195,0.300403246361274,0.278584029762516,23
"SenMayo_nonoverlap",2196,0.201157751505999,0.185311647540325,23
"SenMayo_nonoverlap",2197,0.150908565419026,0.169260027118661,21
"SenMayo_nonoverlap",2198,0.117015411492993,0.122472725605047,21
"SenMayo_nonoverlap",2199,0.2622413429566,0.271455814935901,23
"SenMayo_nonoverlap",2200,0.210853815774646,0.205892628475125,23
"SenMayo_nonoverlap",2201,0.198291134119936,0.180089240044475,23
"SenMayo_nonoverlap",2202,0.183094443929696,0.17807996162016,23
"SenMayo_nonoverlap",2203,0.187755524207032,0.202610104083674,22
"SenMayo_nonoverlap",2204,0.212718930318776,0.221792938411925,23
"SenMayo_nonoverlap",2205,0.156146180384081,0.162226244706103,22
"SenMayo_nonoverlap",2206,0.228385242063834,0.215796312804062,23
"SenMayo_nonoverlap",2207,0.154533680851166,0.167560142666416,23
"SenMayo_nonoverlap",2208,0.205493921993434,0.194612787353271,23
"SenMayo_nonoverlap",2209,0.353375147237768,0.336058399045731,23
"SenMayo_nonoverlap",2210,0.177385223733896,0.175300219302144,23
"SenMayo_nonoverlap",2211,0.283915718629754,0.287736539231509,22
"SenMayo_nonoverlap",2212,0.287694696274205,0.280473372934557,23
"SenMayo_nonoverlap",2213,0.241592681200999,0.245165114620353,23
"SenMayo_nonoverlap",2214,0.132746588754541,0.121197950859419,22
"SenMayo_nonoverlap",2215,0.256373724349601,0.266563796726265,23
"SenMayo_nonoverlap",2216,0.166961789187225,0.149773153174677,23
"SenMayo_nonoverlap",2217,0.168185625867513,0.181431009873993,23
"SenMayo_nonoverlap",2218,0.324802086387411,0.333601433464881,23
"SenMayo_nonoverlap",2219,0.162379244822958,0.14652690291744,23
"SenMayo_nonoverlap",2220,0.277460878594943,0.266926297163514,23
"SenMayo_nonoverlap",2221,0.242993805327989,0.242271456183437,23
"SenMayo_nonoverlap",2222,0.166398634298838,0.152294906033584,23
"SenMayo_nonoverlap",2223,0.288493008777833,0.296078766461747,23
"SenMayo_nonoverlap",2224,0.269382896933212,0.27214467613429,23
"SenMayo_nonoverlap",2225,0.228398994841075,0.228874549149831,23
"SenMayo_nonoverlap",2226,0.300248061332336,0.293147457384067,23
"SenMayo_nonoverlap",2227,0.188583448820066,0.168671285109165,23
"SenMayo_nonoverlap",2228,0.172004452308854,0.176667728365601,23
"SenMayo_nonoverlap",2229,0.356768091883107,0.363882827422605,23
"SenMayo_nonoverlap",2230,0.281556608832539,0.288001350733234,23
"SenMayo_nonoverlap",2231,0.196645180806055,0.200117669807757,23
"SenMayo_nonoverlap",2232,0.163754422314455,0.156199820497804,22
"SenMayo_nonoverlap",2233,0.315357607010487,0.284551839692829,23
"SenMayo_nonoverlap",2234,0.140699833291219,0.141730660310338,22
"SenMayo_nonoverlap",2235,0.290287312378381,0.30016972242904,23
"SenMayo_nonoverlap",2236,0.172934786317298,0.185728061130239,21
"SenMayo_nonoverlap",2237,0.167821859267251,0.157745573650032,23
"SenMayo_nonoverlap",2238,0.191917697582309,0.192043115878505,23
"SenMayo_nonoverlap",2239,0.353845533901708,0.360898889659901,23
"SenMayo_nonoverlap",2240,0.222599750734891,0.235399921885352,23
"SenMayo_nonoverlap",2241,0.185685561415753,0.193566684696707,23
"SenMayo_nonoverlap",2242,0.191154012604212,0.182615099606542,23
"SenMayo_nonoverlap",2243,0.293289121527005,0.291931042184349,23
"SenMayo_nonoverlap",2244,0.219172794841431,0.221486439497085,23
"SenMayo_nonoverlap",2245,0.2179046909145,0.216826414994434,23
"SenMayo_nonoverlap",2246,0.174051542141054,0.156085867790084,23
"SenMayo_nonoverlap",2247,0.192350216626555,0.196396620244523,23
"SenMayo_nonoverlap",2248,0.0261186137487171,0.0104153749248867,13
"SenMayo_nonoverlap",2249,0.214593472810369,0.225877895996802,23
"SenMayo_nonoverlap",2250,0.139376717313071,0.135921976869058,22
"SenMayo_nonoverlap",2251,0.232248021974557,0.230055880408937,23
"SenMayo_nonoverlap",2252,0.120068523911978,0.127629178322936,22
"SenMayo_nonoverlap",2253,0.257564873824658,0.254875528015755,23
"SenMayo_nonoverlap",2254,0.145769923420277,0.156364398511863,22
"SenMayo_nonoverlap",2255,0.259056906982313,0.243520571822551,23
"SenMayo_nonoverlap",2256,0.25445346608853,0.245030535640426,23
"SenMayo_nonoverlap",2257,0.229425003040938,0.226948788712582,23
"SenMayo_nonoverlap",2258,0.170215378228385,0.175423076318216,22
"SenMayo_nonoverlap",2259,0.241194451132764,0.216535911874001,23
"SenMayo_nonoverlap",2260,0.31141301989822,0.31718424995695,23
"SenMayo_nonoverlap",2261,0.242655335921088,0.248551244673968,23
"SenMayo_nonoverlap",2262,0.22898259233825,0.196808168211417,23
"SenMayo_nonoverlap",2263,0.255092498583452,0.256826341505752,23
"SenMayo_nonoverlap",2264,0.174414105255775,0.17025096563444,23
"SenMayo_nonoverlap",2265,0.241798035000016,0.235109402253464,23
"SenMayo_nonoverlap",2266,0.228516936825639,0.225703854890743,23
"SenMayo_nonoverlap",2267,0.269524368234297,0.280661539608273,23
"SenMayo_nonoverlap",2268,0.140984707376864,0.141083135928031,23
"SenMayo_nonoverlap",2269,0.0782297775711925,0.074027584805518,22
"SenMayo_nonoverlap",2270,0.16141757597227,0.12669257101687,22
"SenMayo_nonoverlap",2271,0.365709658030708,0.366035081374246,23
"SenMayo_nonoverlap",2272,0.108550668457733,0.101851293951995,22
"SenMayo_nonoverlap",2273,0.232771522896364,0.214063648902325,23
"SenMayo_nonoverlap",2274,0.186638539349787,0.189540627925617,23
"SenMayo_nonoverlap",2275,0.238519009648128,0.248434873541011,23
"SenMayo_nonoverlap",2276,0.307975498720128,0.316325216838936,23
"SenMayo_nonoverlap",2277,0.264288934079737,0.271180330037229,23
"SenMayo_nonoverlap",2278,0.358764817526383,0.371043184887259,23
"SenMayo_nonoverlap",2279,0.270722397912482,0.260569570092809,23
"SenMayo_nonoverlap",2280,0.4218507766878,0.409695546162195,23
"SenMayo_nonoverlap",2281,0.156138830962629,0.149789949353095,23
"SenMayo_nonoverlap",2282,0.255820652269685,0.267197823944484,23
"SenMayo_nonoverlap",2283,0.263348247972752,0.250925941538584,23
"SenMayo_nonoverlap",2284,0.325640346859786,0.306162952290381,23
"SenMayo_nonoverlap",2285,0.321138323562918,0.311742204072808,23
"SenMayo_nonoverlap",2286,0.225839697575236,0.220757679367037,23
"SenMayo_nonoverlap",2287,0.114679853931296,0.120534794693437,23
"SenMayo_nonoverlap",2288,0.184574945915312,0.175122865519771,22
"SenMayo_nonoverlap",2289,0.281086952741929,0.266590392833171,23
"SenMayo_nonoverlap",2290,0.192879096658074,0.185819425946476,23
"SenMayo_nonoverlap",2291,0.230895136492622,0.208331381555152,23
"SenMayo_nonoverlap",2292,0.108162338176664,0.0901605470853149,21
"SenMayo_nonoverlap",2293,0.27421359619687,0.284081750316753,23
"SenMayo_nonoverlap",2294,0.317726160321998,0.318561576932068,23
"SenMayo_nonoverlap",2295,0.237427929827697,0.234074060888543,23
"SenMayo_nonoverlap",2296,0.264248985395246,0.26302077095086,23
"SenMayo_nonoverlap",2297,0.252619893216334,0.241792267831279,23
"SenMayo_nonoverlap",2298,0.166928226811185,0.150648125048314,23
"SenMayo_nonoverlap",2299,0.247208369203169,0.264760695889054,23
"SenMayo_nonoverlap",2300,0.309599227984546,0.311463942872957,23
"SenMayo_nonoverlap",2301,0.101461907411277,0.103694113961377,22
"SenMayo_nonoverlap",2302,0.124362071864041,0.114865735056427,22
"SenMayo_nonoverlap",2303,0.237468070142949,0.248634957188981,23
"SenMayo_nonoverlap",2304,0.242980306311706,0.238377785564228,23
"SenMayo_nonoverlap",2305,0.200649307153707,0.190390513682776,23
"SenMayo_nonoverlap",2306,0.227823845750573,0.224620774643633,23
"SenMayo_nonoverlap",2307,0.271835039351855,0.268061767895231,23
"SenMayo_nonoverlap",2308,0.208709222894628,0.215242868155536,22
"SenMayo_nonoverlap",2309,0.188918374550887,0.188975956008218,23
"SenMayo_nonoverlap",2310,0.281425613489247,0.276695747831413,23
"SenMayo_nonoverlap",2311,0.211307522799131,0.206361127901115,23
"SenMayo_nonoverlap",2312,0.0525339828186231,0.0502871248020987,18
"SenMayo_nonoverlap",2313,0.198358327418351,0.203325453407661,22
"SenMayo_nonoverlap",2314,0.269875588317351,0.259124523722571,23
"SenMayo_nonoverlap",2315,0.324816007376317,0.337971610518007,23
"SenMayo_nonoverlap",2316,0.246516553626259,0.260696867491948,23
"SenMayo_nonoverlap",2317,0.289263452425351,0.296835282151551,23
"SenMayo_nonoverlap",2318,0.224821480813048,0.226446441776602,23
"SenMayo_nonoverlap",2319,0.188613418697607,0.202083625821592,23
"SenMayo_nonoverlap",2320,0.199301020965657,0.190888956691019,23
"SenMayo_nonoverlap",2321,0.185349130130076,0.184502040912551,23
"SenMayo_nonoverlap",2322,0.25113408123956,0.260025539552836,23
"SenMayo_nonoverlap",2323,0.274660637417185,0.284905145166436,23
"SenMayo_nonoverlap",2324,0.258386074876627,0.24554690905315,23
"SenMayo_nonoverlap",2325,0.261686079572618,0.278679314247884,22
"SenMayo_nonoverlap",2326,0.207048407361909,0.212688661742665,22
"SenMayo_nonoverlap",2327,0.235735984429878,0.222697847081054,23
"SenMayo_nonoverlap",2328,0.22368636558012,0.233095703537017,23
"SenMayo_nonoverlap",2329,0.208580202919894,0.217212191104535,23
"SenMayo_nonoverlap",2330,0.238507162274666,0.243074531594671,23
"SenMayo_nonoverlap",2331,0.134821072278174,0.135505868133333,23
"SenMayo_nonoverlap",2332,0.167434545596847,0.165610957010933,23
"SenMayo_nonoverlap",2333,0.110478039791009,0.108103472272875,21
"SenMayo_nonoverlap",2334,0.296226806313994,0.296252305643191,23
"SenMayo_nonoverlap",2335,0.170763988235663,0.191198232866982,22
"SenMayo_nonoverlap",2336,0.212668342650538,0.231482282436165,22
"SenMayo_nonoverlap",2337,0.271172084042578,0.254722909407139,23
"SenMayo_nonoverlap",2338,0.218514308632569,0.213392419183214,23
"SenMayo_nonoverlap",2339,0.134737695179168,0.10058341181558,23
"SenMayo_nonoverlap",2340,0.241075037345542,0.247083457182191,23
"SenMayo_nonoverlap",2341,0.284084535304891,0.286577010247483,23
"SenMayo_nonoverlap",2342,0.33109343299445,0.334615633938607,23
"SenMayo_nonoverlap",2343,0.340320202469885,0.345849499359995,23
"SenMayo_nonoverlap",2344,0.136993359682217,0.149553353755295,22
"SenMayo_nonoverlap",2345,0.0979353182161961,0.104004869673132,21
"SenMayo_nonoverlap",2346,0.322975975444348,0.304346105735005,23
"SenMayo_nonoverlap",2347,0.203151744620778,0.208251222282989,22
"SenMayo_nonoverlap",2348,0.254367888529787,0.250907893413674,23
"SenMayo_nonoverlap",2349,0.242657335311274,0.232165985269837,22
"SenMayo_nonoverlap",2350,0.242310230474331,0.225805770304134,23
"SenMayo_nonoverlap",2351,0.298586731376555,0.30128665680066,23
"SenMayo_nonoverlap",2352,0.24481844773871,0.241546998167476,23
"SenMayo_nonoverlap",2353,0.169046914030519,0.167476722392161,21
"SenMayo_nonoverlap",2354,0.21382533379447,0.206387700260802,23
"SenMayo_nonoverlap",2355,0.180035195671079,0.160926279728581,22
"SenMayo_nonoverlap",2356,0.211472587692791,0.211391624303528,23
"SenMayo_nonoverlap",2357,0.308973983104549,0.297277789463749,23
"SenMayo_nonoverlap",2358,0.29717928637371,0.274249121020269,23
"SenMayo_nonoverlap",2359,0.133409326368662,0.133684774682191,22
"SenMayo_nonoverlap",2360,0.163077478560331,0.157250025677618,23
"SenMayo_nonoverlap",2361,0.331138413656997,0.325966921369843,23
"SenMayo_nonoverlap",2362,0.347506325327696,0.343666652799677,23
"SenMayo_nonoverlap",2363,0.248982112905362,0.262680414828128,23
"SenMayo_nonoverlap",2364,0.326789702678685,0.307110723086437,23
"SenMayo_nonoverlap",2365,0.319886085074691,0.303790922764571,23
"SenMayo_nonoverlap",2366,0.276722802225095,0.257245422519939,23
"SenMayo_nonoverlap",2367,0.187346981860166,0.194384535258602,22
"SenMayo_nonoverlap",2368,0.233120581256983,0.222384521127286,23
"SenMayo_nonoverlap",2369,0.214596852060007,0.208724086678865,23
"SenMayo_nonoverlap",2370,0.277375855172181,0.26982610556686,23
"SenMayo_nonoverlap",2371,0.262013057410486,0.271237129223041,23
"SenMayo_nonoverlap",2372,0.260611688790482,0.281927886743645,23
"SenMayo_nonoverlap",2373,0.132412149035426,0.130362358265213,22
"SenMayo_nonoverlap",2374,0.286438009087341,0.283034505059071,23
"SenMayo_nonoverlap",2375,0.321733487852166,0.300773845097271,23
"SenMayo_nonoverlap",2376,0.181836553647106,0.148980209068727,23
"SenMayo_nonoverlap",2377,0.305740978829527,0.303871652193528,23
"SenMayo_nonoverlap",2378,0.275663385228399,0.285755452790121,23
"SenMayo_nonoverlap",2379,0.246425251718398,0.241639054601377,23
"SenMayo_nonoverlap",2380,0.106086965422606,0.0933452637844576,22
"SenMayo_nonoverlap",2381,0.235905684161346,0.219402074158172,23
"SenMayo_nonoverlap",2382,0.311311072545,0.310283189566122,23
"SenMayo_nonoverlap",2383,0.23389362380914,0.227292882290825,23
"SenMayo_nonoverlap",2384,0.243095390136233,0.228561562429635,23
"SenMayo_nonoverlap",2385,0.250728351930527,0.261050102441283,22
"SenMayo_nonoverlap",2386,0.254261470063789,0.245594218233645,23
"SenMayo_nonoverlap",2387,0.193702877303397,0.195383784156483,23
"SenMayo_nonoverlap",2388,0.31211641317858,0.311432717038192,23
"SenMayo_nonoverlap",2389,0.218808029694565,0.217364753239435,23
"SenMayo_nonoverlap",2390,0.286588533098605,0.288716315318762,23
"SenMayo_nonoverlap",2391,0.120072226543327,0.116229177285841,22
"SenMayo_nonoverlap",2392,0.154407011583311,0.153488811736644,21
"SenMayo_nonoverlap",2393,0.18694428674472,0.206398124826746,23
"SenMayo_nonoverlap",2394,0.292693914340554,0.287206524997366,23
"SenMayo_nonoverlap",2395,0.176291666646678,0.194106238751465,23
"SenMayo_nonoverlap",2396,0.291953713349774,0.286624612883786,23
"SenMayo_nonoverlap",2397,0.191789222686564,0.179031898474771,23
"SenMayo_nonoverlap",2398,0.226498507022618,0.229385852398188,23
"SenMayo_nonoverlap",2399,0.206593455213678,0.192990469790344,23
"SenMayo_nonoverlap",2400,0.35678056677769,0.374095600451133,23
"SenMayo_nonoverlap",2401,0.175917737052663,0.180398403146562,23
"SenMayo_nonoverlap",2402,0.194442173744315,0.179508778263533,22
"SenMayo_nonoverlap",2403,0.200351311881615,0.18882217850998,23
"SenMayo_nonoverlap",2404,0.277998595551316,0.269905901398813,23
"SenMayo_nonoverlap",2405,0.331270388599135,0.342481554958952,23
"SenMayo_nonoverlap",2406,0.157088766250882,0.151754308455808,22
"SenMayo_nonoverlap",2407,0.133237207569452,0.127826020034584,22
"SenMayo_nonoverlap",2408,0.228111237457196,0.234436864494677,23
"SenMayo_nonoverlap",2409,0.213273112734044,0.202854868183143,23
"SenMayo_nonoverlap",2410,0.103348697660007,0.0961833159821881,21
"SenMayo_nonoverlap",2411,0.0705367297919738,0.0656652909710844,20
"SenMayo_nonoverlap",2412,0.237556018745667,0.244679254559779,23
"SenMayo_nonoverlap",2413,0.219455487544355,0.219448453164665,23
"SenMayo_nonoverlap",2414,0.382305753789506,0.37379579662734,23
"SenMayo_nonoverlap",2415,0.10593502910358,0.107104379024645,22
"SenMayo_nonoverlap",2416,0.196782657941291,0.217713147617372,23
"SenMayo_nonoverlap",2417,0.149491983523644,0.149457200321951,21
"SenMayo_nonoverlap",2418,0.240097179373508,0.217778760649486,22
"SenMayo_nonoverlap",2419,0.22369326083391,0.226636415976972,22
"SenMayo_nonoverlap",2420,0.246678585798125,0.244720172779127,23
"SenMayo_nonoverlap",2421,0.190630607775077,0.185714439762334,23
"SenMayo_nonoverlap",2422,0.239580027097491,0.230577387973059,23
"SenMayo_nonoverlap",2423,0.246459724774319,0.244983398282204,23
"SenMayo_nonoverlap",2424,0.144142234827138,0.151961443834041,21
"SenMayo_nonoverlap",2425,0.297652725545181,0.283330768753492,23
"SenMayo_nonoverlap",2426,0.227301205491037,0.227964611829726,23
"SenMayo_nonoverlap",2427,0.181180739260399,0.183832082962225,23
"SenMayo_nonoverlap",2428,0.201668199535882,0.215959574077576,23
"SenMayo_nonoverlap",2429,0.155517857011674,0.163825278574428,23
"SenMayo_nonoverlap",2430,0.09556617652656,0.0969090355913446,20
"SenMayo_nonoverlap",2431,0.0815768068517444,0.0648660726962779,20
"SenMayo_nonoverlap",2432,0.191275061152219,0.196331573768535,22
"SenMayo_nonoverlap",2433,0.0757698235010012,0.0692345595886205,20
"SenMayo_nonoverlap",2434,0.163678032266196,0.16287900594118,23
"SenMayo_nonoverlap",2435,0.113631453727588,0.11124179559029,21
"SenMayo_nonoverlap",2436,0.184230340712211,0.170237371828233,22
"SenMayo_nonoverlap",2437,0.233690999126762,0.238127224969495,23
"SenMayo_nonoverlap",2438,0.316658655184907,0.297775286070853,23
"SenMayo_nonoverlap",2439,0.252788994930199,0.245355759219375,23
"SenMayo_nonoverlap",2440,0.20942350885807,0.192513482605378,23
"SenMayo_nonoverlap",2441,0.184194508498904,0.1796692363732,22
"SenMayo_nonoverlap",2442,0.178102474143163,0.190137079949283,22
"SenMayo_nonoverlap",2443,0.223395680015682,0.210764439554919,23
"SenMayo_nonoverlap",2444,0.237053964488006,0.238943030399757,22
"SenMayo_nonoverlap",2445,0.0748583878916728,0.0677667921700223,18
"SenMayo_nonoverlap",2446,0.26043288692,0.255026648772301,23
"SenMayo_nonoverlap",2447,0.206163013087706,0.197992151466442,23
"SenMayo_nonoverlap",2448,0.186994070227852,0.187397253206946,23
"SenMayo_nonoverlap",2449,0.269361075452461,0.283195699495697,23
"SenMayo_nonoverlap",2450,0.0940086448365055,0.0951610228480246,21
"SenMayo_nonoverlap",2451,0.211151998960418,0.204725615832659,23
"SenMayo_nonoverlap",2452,0.260045194294783,0.255705499008228,23
"SenMayo_nonoverlap",2453,0.237681924074461,0.249569770092471,23
"SenMayo_nonoverlap",2454,0.163384078292663,0.164548420801283,22
"SenMayo_nonoverlap",2455,0.184956676992759,0.183869895085907,22
"SenMayo_nonoverlap",2456,0.21752760724021,0.243582959067034,22
"SenMayo_nonoverlap",2457,0.128590644144465,0.115563700060066,19
"SenMayo_nonoverlap",2458,0.182252353640405,0.161081142082003,23
"SenMayo_nonoverlap",2459,0.152167408037711,0.131323832754823,22
"SenMayo_nonoverlap",2460,0.112283921396101,0.0891331284753722,22
"SenMayo_nonoverlap",2461,0.189676025555753,0.183032881771258,22
"SenMayo_nonoverlap",2462,0.144521930959758,0.144993580034392,22
"SenMayo_nonoverlap",2463,0.183276355574857,0.187131463497582,22
"SenMayo_nonoverlap",2464,0.201222667828166,0.202597349802896,23
"SenMayo_nonoverlap",2465,0.140384920972455,0.136774254841888,22
"SenMayo_nonoverlap",2466,0.286891111214531,0.274160087722916,23
"SenMayo_nonoverlap",2467,0.206085595072476,0.211780985947828,23
"SenMayo_nonoverlap",2468,0.135734709821885,0.130406961084352,21
"SenMayo_nonoverlap",2469,0.113691355068043,0.11602797652112,21
"SenMayo_nonoverlap",2470,0.143848082649483,0.171656089422474,21
"SenMayo_nonoverlap",2471,0.0997789264972973,0.112378572989606,19
"SenMayo_nonoverlap",2472,0.290166433930974,0.288875449700138,23
"SenMayo_nonoverlap",2473,0.255723744170774,0.225425143564971,23
"SenMayo_nonoverlap",2474,0.223131728615813,0.208401706552025,22
"SenMayo_nonoverlap",2475,0.226950078570514,0.230744607733463,23
"SenMayo_nonoverlap",2476,0.306028766352172,0.320127704215956,23
"SenMayo_nonoverlap",2477,0.172726378447118,0.180235970361065,22
"SenMayo_nonoverlap",2478,0.141121883570577,0.137526334903266,22
"SenMayo_nonoverlap",2479,0.198816453435733,0.19142389658956,23
"SenMayo_nonoverlap",2480,0.204117990892407,0.214614775786138,23
"SenMayo_nonoverlap",2481,0.180184445806986,0.164018256585377,22
"SenMayo_nonoverlap",2482,0.253461194638353,0.241440725385352,23
"SenMayo_nonoverlap",2483,0.171111433385755,0.174694344821655,22
"SenMayo_nonoverlap",2484,0.359354961415725,0.34653531870403,23
"SenMayo_nonoverlap",2485,0.164506116041927,0.168887365390777,22
"SenMayo_nonoverlap",2486,0.303469284447714,0.2994418625766,23
"SenMayo_nonoverlap",2487,0.330592267679362,0.342390213549942,23
"SenMayo_nonoverlap",2488,0.326483177959952,0.34052837427015,23
"SenMayo_nonoverlap",2489,0.100553395727301,0.0884315395508458,22
"SenMayo_nonoverlap",2490,0.213457630529322,0.222877999415851,23
"SenMayo_nonoverlap",2491,0.21916469427814,0.217078386431018,22
"SenMayo_nonoverlap",2492,0.229467938166803,0.22003038669071,23
"SenMayo_nonoverlap",2493,0.200323498246226,0.177299750972235,23
"SenMayo_nonoverlap",2494,0.236648657829653,0.223848795017133,22
"SenMayo_nonoverlap",2495,0.238479919925755,0.228491679987908,23
"SenMayo_nonoverlap",2496,0.227929515490126,0.231145994612197,23
"SenMayo_nonoverlap",2497,0.23270565345121,0.222159205251508,23
"SenMayo_nonoverlap",2498,0.253384470714447,0.261419361323307,23
"SenMayo_nonoverlap",2499,0.199826337399596,0.174047022607189,23
"SenMayo_nonoverlap",2500,0.16936221186009,0.157336056930281,23
"SenMayo_nonoverlap",2501,0.225712188429954,0.212424347044142,23
"SenMayo_nonoverlap",2502,0.157989091136969,0.174242751520633,21
"SenMayo_nonoverlap",2503,0.170699512152552,0.167302855014594,22
"SenMayo_nonoverlap",2504,0.23960906076738,0.213531687583208,23
"SenMayo_nonoverlap",2505,0.265000541382226,0.273148904430223,23
"SenMayo_nonoverlap",2506,0.222973311608205,0.22731990210013,22
"SenMayo_nonoverlap",2507,0.18486758029316,0.175900462150708,23
"SenMayo_nonoverlap",2508,0.22146713724242,0.207184360062826,22
"SenMayo_nonoverlap",2509,0.157883974349726,0.148040226948132,23
"SenMayo_nonoverlap",2510,0.0746908846944515,0.0492938654307395,17
